"","CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn","Churnf"
"1099",23,"Complains",37,0,910,51,24,21,"15-30","Pay as you go","non-active",25,151.245,1,"CHURN"
"1100",2,"No Complains",34,0,8100,104,112,41,"30-45","Pay as you go","active",30,776.16,0,"non-CHURN"
"1101",12,"No Complains",40,1,14078,175,7,46,"30-45","Pay as you go","active",30,598.12,0,"non-CHURN"
"1102",11,"No Complains",41,0,2418,62,19,22,"30-45","Pay as you go","non-active",30,175.2,0,"non-CHURN"
"1103",0,"No Complains",17,0,1505,26,53,16,"15-30","Pay as you go","active",25,307.395,0,"non-CHURN"
"1104",7,"No Complains",27,1,3530,67,15,25,"30-45","Pay as you go","active",30,203.88,0,"non-CHURN"
"1105",0,"No Complains",22,0,0,0,11,0,"45-60","Pay as you go","non-active",45,27.5,0,"non-CHURN"
"1106",0,"No Complains",23,0,553,22,0,66,"45-60","Pay as you go","active",45,14.375,0,"non-CHURN"
"1107",19,"No Complains",31,2,1065,34,22,11,"30-45","Pay as you go","active",30,131.96,0,"non-CHURN"
"1108",18,"No Complains",38,2,6123,104,33,26,"15-30","Pay as you go","active",25,428.715,0,"non-CHURN"
"1109",4,"No Complains",34,0,1963,38,27,29,"30-45","Pay as you go","non-active",30,188.04,1,"CHURN"
"1110",6,"No Complains",38,1,1973,31,7,8,"45-60","Pay as you go","active",45,67.6,0,"non-CHURN"
"1111",1,"No Complains",16,1,1990,30,42,27,"15-30","Pay as you go","active",25,279.9,0,"non-CHURN"
"1112",9,"No Complains",10,0,6087,129,70,39,"<15","contractual","active",15,726.88,0,"non-CHURN"
"1113",3,"No Complains",39,1,2840,28,8,15,"30-45","Pay as you go","active",30,146.72,0,"non-CHURN"
"1114",0,"No Complains",31,0,3718,76,0,27,"15-30","Pay as you go","active",25,170.73,0,"non-CHURN"
"1115",0,"Complains",7,0,1372,14,2,8,"15-30","Pay as you go","active",25,71.37,1,"CHURN"
"1116",5,"No Complains",42,2,3175,29,493,12,"30-45","Pay as you go","active",30,2100.16,0,"non-CHURN"
"1117",16,"Complains",42,0,3295,53,24,19,"30-45","Pay as you go","non-active",30,229.92,1,"CHURN"
"1118",5,"No Complains",25,0,1973,44,31,66,"45-60","Pay as you go","active",45,127.925,0,"non-CHURN"
"1119",0,"No Complains",38,0,2495,17,462,7,"30-45","Pay as you go","active",30,1948.48,0,"non-CHURN"
"1120",0,"No Complains",34,0,923,11,23,17,"45-60","Pay as you go","non-active",45,80.85,1,"CHURN"
"1121",0,"Complains",34,0,1363,28,6,14,"30-45","Pay as you go","non-active",30,79.64,1,"CHURN"
"1122",9,"No Complains",40,0,1205,21,29,13,"30-45","Pay as you go","non-active",30,165.04,0,"non-CHURN"
"1123",10,"No Complains",45,0,565,16,22,8,"30-45","Pay as you go","non-active",30,111.24,1,"CHURN"
"1124",7,"No Complains",35,0,2745,38,7,16,"30-45","Pay as you go","active",30,139.32,1,"CHURN"
"1125",8,"No Complains",25,0,640,22,5,5,"15-30","Pay as you go","non-active",25,52.29,0,"non-CHURN"
"1126",0,"No Complains",36,0,3473,79,0,28,"15-30","Pay as you go","active",25,159.84,0,"non-CHURN"
"1127",13,"No Complains",33,2,9160,117,136,39,"30-45","Pay as you go","active",30,915.08,0,"non-CHURN"
"1128",3,"No Complains",41,1,1668,31,8,7,"45-60","Pay as you go","active",45,62.475,0,"non-CHURN"
"1129",9,"No Complains",31,0,3035,37,7,12,"30-45","Pay as you go","non-active",30,150.88,1,"CHURN"
"1130",6,"No Complains",43,2,3095,33,491,9,"45-60","Pay as you go","active",45,1305.7,0,"non-CHURN"
"1131",0,"No Complains",26,0,825,10,21,3,"45-60","Pay as you go","non-active",45,73.375,1,"CHURN"
"1132",7,"No Complains",36,2,6670,112,257,20,"30-45","contractual","active",30,1299.28,0,"non-CHURN"
"1133",12,"No Complains",42,2,2725,48,297,22,"45-60","Pay as you go","active",45,811.825,0,"non-CHURN"
"1134",3,"No Complains",13,0,8028,155,45,23,"45-60","Pay as you go","active",45,317.075,0,"non-CHURN"
"1135",7,"No Complains",35,0,2058,46,0,12,"30-45","Pay as you go","non-active",30,84.16,0,"non-CHURN"
"1136",2,"No Complains",37,0,3660,60,0,17,"15-30","Pay as you go","active",25,167.4,0,"non-CHURN"
"1137",0,"No Complains",33,0,6135,77,174,22,"30-45","Pay as you go","active",30,944.48,0,"non-CHURN"
"1138",16,"No Complains",41,3,7083,84,120,41,"15-30","Pay as you go","active",25,862.515,0,"non-CHURN"
"1139",11,"No Complains",14,0,5973,129,46,36,"<15","contractual","active",15,588.61,0,"non-CHURN"
"1140",10,"No Complains",34,0,5703,93,28,25,"15-30","Pay as you go","active",25,386.82,1,"CHURN"
"1141",5,"No Complains",42,2,598,14,19,8,"60-75","Pay as you go","active",55,37.68,0,"non-CHURN"
"1142",6,"No Complains",9,0,8548,163,56,34,"45-60","Pay as you go","active",45,357.775,0,"non-CHURN"
"1143",8,"No Complains",39,0,2960,61,186,28,"15-30","Pay as you go","active",25,972.945,0,"non-CHURN"
"1144",5,"No Complains",24,0,1035,32,44,15,"15-30","Pay as you go","active",25,246.015,0,"non-CHURN"
"1145",4,"No Complains",36,0,4400,78,4,26,"30-45","Pay as you go","active",30,195.12,0,"non-CHURN"
"1146",10,"No Complains",44,3,3480,35,500,14,"45-60","Pay as you go","active",45,1337.875,0,"non-CHURN"
"1147",25,"Complains",38,0,955,53,24,18,"30-45","Pay as you go","non-active",30,136.32,1,"CHURN"
"1148",6,"No Complains",34,1,5963,91,7,8,"30-45","Pay as you go","active",30,270.16,0,"non-CHURN"
"1149",5,"No Complains",37,0,14885,172,129,15,"15-30","Pay as you go","active",25,1258.065,0,"non-CHURN"
"1150",13,"No Complains",43,2,6978,85,123,43,"15-30","Pay as you go","active",25,871.335,0,"non-CHURN"
"1151",1,"No Complains",34,0,7328,119,373,38,"15-30","Pay as you go","active",25,2013.615,0,"non-CHURN"
"1152",13,"No Complains",37,2,9115,121,144,43,"30-45","Pay as you go","active",30,945.44,0,"non-CHURN"
"1153",0,"No Complains",35,0,815,11,0,9,"15-30","Pay as you go","non-active",25,37.17,0,"non-CHURN"
"1154",0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,0,"non-CHURN"
"1155",0,"No Complains",34,0,318,4,0,3,"15-30","Pay as you go","non-active",25,14.49,0,"non-CHURN"
"1156",0,"No Complains",27,0,6525,87,0,16,"45-60","Pay as you go","active",45,165.3,0,"non-CHURN"
"1157",22,"No Complains",39,2,15015,227,58,35,"30-45","Pay as you go","active",30,841.68,0,"non-CHURN"
"1158",26,"No Complains",35,4,16155,240,10,84,"15-30","Pay as you go","active",25,782.775,0,"non-CHURN"
"1159",2,"No Complains",33,0,3245,27,1,12,"30-45","Pay as you go","active",30,134.88,0,"non-CHURN"
"1160",13,"No Complains",30,0,880,33,21,12,"15-30","Pay as you go","non-active",25,135.585,0,"non-CHURN"
"1161",1,"No Complains",35,0,1420,41,36,20,"30-45","Pay as you go","active",30,202.44,0,"non-CHURN"
"1162",2,"No Complains",36,1,2688,62,16,46,"<15","Pay as you go","active",15,239.25,0,"non-CHURN"
"1163",8,"No Complains",39,1,3325,36,18,21,"30-45","Pay as you go","active",30,206.44,0,"non-CHURN"
"1164",7,"No Complains",28,1,1683,44,28,67,"60-75","Pay as you go","active",55,67.905,0,"non-CHURN"
"1165",22,"No Complains",23,3,6778,149,102,48,"15-30","contractual","active",25,770.715,0,"non-CHURN"
"1166",8,"No Complains",36,3,7205,109,53,28,"60-75","Pay as you go","active",55,189.21,0,"non-CHURN"
"1167",15,"No Complains",36,1,6063,101,28,24,"15-30","Pay as you go","active",25,403.38,0,"non-CHURN"
"1168",1,"No Complains",31,0,4065,59,0,14,"15-30","Pay as you go","active",25,185.58,0,"non-CHURN"
"1169",0,"No Complains",34,0,3603,77,4,29,"15-30","Pay as you go","active",25,183.6,0,"non-CHURN"
"1170",0,"No Complains",23,0,3110,56,10,24,"30-45","Pay as you go","active",30,166.64,0,"non-CHURN"
"1171",18,"No Complains",20,1,6573,149,96,47,"15-30","contractual","active",25,734.49,0,"non-CHURN"
"1172",6,"No Complains",37,2,1048,15,12,2,"60-75","Pay as you go","active",55,33.945,0,"non-CHURN"
"1173",1,"No Complains",37,0,7318,126,375,40,"15-30","Pay as you go","active",25,2022.48,0,"non-CHURN"
"1174",0,"No Complains",40,1,6195,86,187,25,"30-45","Pay as you go","active",30,999.24,0,"non-CHURN"
"1175",7,"No Complains",37,0,3908,82,7,26,"15-30","Pay as you go","active",25,211.05,0,"non-CHURN"
"1176",4,"No Complains",16,1,2253,35,10,4,"30-45","Pay as you go","active",30,131.52,0,"non-CHURN"
"1177",0,"No Complains",12,0,1310,18,11,8,"15-30","Pay as you go","active",25,109.26,0,"non-CHURN"
"1178",12,"No Complains",37,0,2363,52,7,14,"30-45","Pay as you go","non-active",30,124.6,0,"non-CHURN"
"1179",0,"No Complains",34,0,1363,19,0,4,"30-45","Pay as you go","active",30,55.28,0,"non-CHURN"
"1180",8,"No Complains",25,0,585,20,12,8,"15-30","Pay as you go","non-active",25,81.225,0,"non-CHURN"
"1181",9,"No Complains",41,2,6798,77,118,41,"15-30","Pay as you go","active",25,840.375,0,"non-CHURN"
"1182",8,"No Complains",37,1,4428,93,10,28,"30-45","Pay as you go","active",30,220.84,0,"non-CHURN"
"1183",0,"No Complains",35,0,7203,121,377,41,"15-30","Pay as you go","active",25,2026.08,0,"non-CHURN"
"1184",0,"No Complains",33,0,1488,17,0,1,"30-45","Pay as you go","active",30,60.2,0,"non-CHURN"
"1185",6,"Complains",42,0,1013,15,26,10,"45-60","Pay as you go","non-active",45,90.7,1,"CHURN"
"1186",0,"No Complains",32,0,10980,140,0,40,"30-45","Pay as you go","active",30,444.8,0,"non-CHURN"
"1187",4,"No Complains",39,0,13648,171,4,47,"30-45","Pay as you go","active",30,568.76,0,"non-CHURN"
"1188",1,"No Complains",30,0,2520,43,160,17,"15-30","Pay as you go","active",25,835.335,0,"non-CHURN"
"1189",3,"No Complains",20,0,740,18,1,6,"15-30","Pay as you go","active",25,38.61,0,"non-CHURN"
"1190",0,"No Complains",34,0,955,33,13,20,"30-45","Pay as you go","non-active",30,91.52,0,"non-CHURN"
"1191",0,"No Complains",31,0,0,0,0,0,"30-45","Pay as you go","active",30,0,0,"non-CHURN"
"1192",0,"No Complains",35,0,1345,22,253,16,"30-45","Pay as you go","active",30,1066.68,0,"non-CHURN"
"1193",3,"No Complains",13,1,1443,23,8,11,"30-45","Pay as you go","active",30,90.64,1,"CHURN"
"1194",30,"No Complains",40,4,15445,231,61,34,"30-45","contractual","active",30,871.04,0,"non-CHURN"
"1195",12,"No Complains",40,3,11885,166,50,53,"45-60","Pay as you go","active",45,426.275,0,"non-CHURN"
"1196",6,"No Complains",41,0,1933,54,9,16,"30-45","Pay as you go","non-active",30,115.48,0,"non-CHURN"
"1197",10,"No Complains",40,0,1943,50,7,4,"30-45","Pay as you go","non-active",30,107.72,0,"non-CHURN"
"1198",16,"No Complains",20,5,3218,54,43,23,"30-45","contractual","active",30,302.88,0,"non-CHURN"
"1199",12,"No Complains",17,0,5793,131,64,27,"<15","contractual","active",15,677.82,0,"non-CHURN"
"1200",0,"No Complains",34,2,633,8,18,15,"60-75","Pay as you go","active",55,36.615,0,"non-CHURN"
"1201",6,"No Complains",34,3,6965,116,271,33,"15-30","contractual","active",25,1538.145,0,"non-CHURN"
"1202",0,"No Complains",36,0,3528,81,0,25,"15-30","Pay as you go","active",25,162.405,0,"non-CHURN"
"1203",0,"Complains",32,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"1204",25,"No Complains",34,8,10660,97,7,40,"60-75","Pay as you go","active",55,171.855,0,"non-CHURN"
"1205",11,"No Complains",37,2,8925,120,135,40,"30-45","Pay as you go","active",30,901.8,0,"non-CHURN"
"1206",13,"No Complains",29,4,2220,52,221,28,"30-45","contractual","active",30,974.88,0,"non-CHURN"
"1207",28,"Complains",39,0,1215,57,31,23,"30-45","Pay as you go","non-active",30,174.88,1,"CHURN"
"1208",4,"No Complains",31,0,3470,70,17,25,"15-30","Pay as you go","active",25,235.8,0,"non-CHURN"
"1209",0,"No Complains",32,0,1245,32,0,14,"30-45","Pay as you go","non-active",30,51.08,0,"non-CHURN"
"1210",3,"No Complains",18,0,920,20,4,10,"<15","Pay as you go","active",15,73.7,0,"non-CHURN"
"1211",0,"No Complains",33,0,0,0,0,0,"45-60","Pay as you go","active",45,0,0,"non-CHURN"
"1212",2,"No Complains",8,0,4275,34,183,6,"30-45","Pay as you go","active",30,904.36,0,"non-CHURN"
"1213",8,"No Complains",39,0,1420,25,21,8,"30-45","Pay as you go","non-active",30,141.8,0,"non-CHURN"
"1214",7,"No Complains",37,1,11465,154,11,47,"45-60","Pay as you go","active",45,317.975,0,"non-CHURN"
"1215",3,"No Complains",36,0,4065,65,0,15,"15-30","Pay as you go","active",25,185.85,0,"non-CHURN"
"1216",0,"No Complains",32,0,0,0,0,0,"45-60","Pay as you go","non-active",45,0,1,"CHURN"
"1217",0,"No Complains",36,0,2088,52,0,31,"<15","Pay as you go","active",15,117.7,0,"non-CHURN"
"1218",0,"No Complains",30,0,3805,55,0,9,"15-30","Pay as you go","active",25,173.7,0,"non-CHURN"
"1219",11,"Complains",38,0,2428,55,17,20,"30-45","Pay as you go","non-active",30,167.32,0,"non-CHURN"
"1220",5,"No Complains",22,0,805,20,0,7,"<15","Pay as you go","active",15,45.375,0,"non-CHURN"
"1221",6,"No Complains",38,0,4180,70,0,14,"30-45","Pay as you go","active",30,170,0,"non-CHURN"
"1222",0,"No Complains",34,0,0,0,0,0,"30-45","Pay as you go","active",30,0,0,"non-CHURN"
"1223",13,"Complains",36,1,5818,98,26,24,"15-30","Pay as you go","active",25,383.22,1,"CHURN"
"1224",6,"No Complains",38,1,3285,28,492,11,"30-45","Pay as you go","active",30,2100.52,0,"non-CHURN"
"1225",13,"No Complains",41,5,7270,128,286,36,"30-45","contractual","active",30,1439.92,0,"non-CHURN"
"1226",3,"No Complains",38,0,2393,58,2,33,"<15","Pay as you go","active",15,145.805,0,"non-CHURN"
"1227",3,"No Complains",10,2,2593,35,16,13,"30-45","Pay as you go","active",30,169.12,0,"non-CHURN"
"1228",0,"No Complains",33,0,2650,22,25,16,"30-45","Pay as you go","active",30,206.88,0,"non-CHURN"
"1229",3,"No Complains",24,1,1863,43,44,81,"45-60","Pay as you go","active",45,157.65,0,"non-CHURN"
"1230",12,"No Complains",39,4,7405,102,214,43,"30-45","Pay as you go","active",30,1156.28,0,"non-CHURN"
"1231",17,"No Complains",37,4,9715,131,165,58,"30-45","contractual","active",30,1053.84,0,"non-CHURN"
"1232",0,"No Complains",28,0,1343,35,33,70,"45-60","Pay as you go","active",45,116.95,0,"non-CHURN"
"1233",11,"Complains",33,1,5638,90,15,19,"15-30","Pay as you go","active",25,325.26,1,"CHURN"
"1234",18,"No Complains",36,2,14645,218,38,27,"30-45","Pay as you go","active",30,746.52,0,"non-CHURN"
"1235",6,"Complains",36,0,2178,51,3,15,"30-45","Pay as you go","non-active",30,101.16,0,"non-CHURN"
"1236",27,"Complains",34,3,16255,246,11,85,"15-30","Pay as you go","active",25,792.045,0,"non-CHURN"
"1237",15,"No Complains",38,3,3685,69,203,40,"15-30","Pay as you go","active",25,1082.43,0,"non-CHURN"
"1238",10,"No Complains",32,3,7190,120,268,31,"30-45","contractual","active",30,1364.4,0,"non-CHURN"
"1239",12,"No Complains",34,2,6113,102,40,37,"15-30","Pay as you go","active",25,459.675,0,"non-CHURN"
"1240",5,"No Complains",38,2,643,10,11,4,"60-75","Pay as you go","active",55,26.295,0,"non-CHURN"
"1241",5,"No Complains",35,0,3778,54,0,29,"<15","Pay as you go","active",15,210.76,0,"non-CHURN"
"1242",2,"No Complains",34,0,3833,57,0,31,"15-30","Pay as you go","active",25,175.05,0,"non-CHURN"
"1243",1,"No Complains",33,0,2725,16,0,10,"30-45","Pay as you go","active",30,109.64,0,"non-CHURN"
"1244",0,"No Complains",33,0,1248,13,0,3,"30-45","Pay as you go","active",30,50.44,0,"non-CHURN"
"1245",7,"No Complains",37,0,4400,77,0,21,"30-45","Pay as you go","active",30,179.08,0,"non-CHURN"
"1246",10,"No Complains",40,2,4630,88,0,24,"30-45","Pay as you go","active",30,188.72,0,"non-CHURN"
"1247",0,"No Complains",22,0,2210,44,0,21,"30-45","Pay as you go","active",30,90.16,0,"non-CHURN"
"1248",12,"No Complains",44,2,6303,103,24,18,"30-45","Pay as you go","active",30,352.24,0,"non-CHURN"
"1249",18,"No Complains",24,1,15770,226,0,77,"15-30","Pay as you go","active",25,719.82,0,"non-CHURN"
"1250",0,"No Complains",36,0,650,11,8,6,"15-30","Pay as you go","non-active",25,65.745,0,"non-CHURN"
"1251",19,"No Complains",42,3,4140,91,44,32,"30-45","Pay as you go","active",30,345.24,0,"non-CHURN"
"1252",17,"No Complains",21,1,9193,181,88,46,"60-75","Pay as you go","active",55,272.61,0,"non-CHURN"
"1253",14,"No Complains",35,1,4080,82,31,29,"30-45","Pay as you go","active",30,290.48,0,"non-CHURN"
"1254",2,"No Complains",40,0,1055,22,11,16,"15-30","Pay as you go","non-active",25,97.965,0,"non-CHURN"
"1255",11,"No Complains",44,2,2233,41,22,14,"45-60","Pay as you go","active",45,111.85,0,"non-CHURN"
"1256",0,"No Complains",32,0,6015,72,168,19,"30-45","Pay as you go","active",30,915.48,0,"non-CHURN"
"1257",3,"No Complains",37,0,1528,43,0,17,"30-45","Pay as you go","non-active",30,62.84,0,"non-CHURN"
"1258",0,"No Complains",37,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,0,"non-CHURN"
"1259",18,"No Complains",26,2,15590,224,0,73,"15-30","Pay as you go","active",25,711.63,0,"non-CHURN"
"1260",6,"No Complains",40,1,3100,32,15,20,"30-45","Pay as you go","active",30,185.28,0,"non-CHURN"
"1261",13,"No Complains",18,4,3157,51,38,21,"30-45","Pay as you go","active",30,280.32,0,"non-CHURN"
"1262",15,"No Complains",39,1,2758,66,366,26,"30-45","Pay as you go","active",30,1576.96,0,"non-CHURN"
"1263",0,"No Complains",33,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"1264",0,"No Complains",35,0,2715,24,4,17,"30-45","Pay as you go","active",30,125.56,0,"non-CHURN"
"1265",14,"No Complains",35,3,1880,52,215,19,"30-45","contractual","active",30,937.28,0,"non-CHURN"
"1266",10,"No Complains",40,1,13888,174,0,43,"30-45","Pay as you go","active",30,562.48,0,"non-CHURN"
"1267",22,"Complains",39,5,10020,137,172,60,"30-45","Pay as you go","active",30,1094.28,0,"non-CHURN"
"1268",6,"No Complains",34,0,7813,127,383,44,"15-30","Pay as you go","active",25,2080.8,0,"non-CHURN"
"1269",0,"No Complains",41,0,93,1,10,6,"15-30","Pay as you go","non-active",25,49.23,0,"non-CHURN"
"1270",0,"No Complains",37,0,258,2,2,2,"15-30","Pay as you go","non-active",25,20.7,0,"non-CHURN"
"1271",0,"No Complains",27,0,715,26,172,1,"15-30","contractual","active",25,807.345,0,"non-CHURN"
"1272",16,"No Complains",34,7,10130,87,0,40,"45-60","Pay as you go","active",45,255.425,0,"non-CHURN"
"1273",13,"No Complains",17,3,3043,45,7,17,"30-45","Pay as you go","active",30,151.52,0,"non-CHURN"
"1274",18,"No Complains",39,3,9420,127,151,45,"30-45","Pay as you go","active",30,985.88,0,"non-CHURN"
"1275",27,"No Complains",38,3,15385,228,56,32,"30-45","Pay as you go","active",30,848.52,0,"non-CHURN"
"1276",12,"No Complains",35,0,2393,42,30,28,"45-60","Pay as you go","non-active",45,135.875,1,"CHURN"
"1277",16,"No Complains",39,1,4908,77,9,35,"<15","Pay as you go","active",15,323.675,0,"non-CHURN"
"1278",0,"No Complains",36,0,628,7,9,4,"45-60","Pay as you go","non-active",45,38.375,1,"CHURN"
"1279",3,"No Complains",35,0,1665,44,38,20,"30-45","Pay as you go","non-active",30,220.36,0,"non-CHURN"
"1280",3,"No Complains",36,0,7393,121,352,39,"15-30","Pay as you go","active",25,1922.13,0,"non-CHURN"
"1281",17,"No Complains",33,0,1085,33,27,13,"30-45","Pay as you go","non-active",30,152.72,0,"non-CHURN"
"1282",0,"No Complains",7,0,1182,13,0,5,"15-30","Pay as you go","active",25,53.775,1,"CHURN"
"1283",4,"No Complains",35,0,1818,42,0,11,"30-45","Pay as you go","non-active",30,74.4,0,"non-CHURN"
"1284",7,"No Complains",46,0,623,17,22,7,"30-45","Pay as you go","non-active",30,113.6,0,"non-CHURN"
"1285",0,"No Complains",16,0,1390,20,21,12,"15-30","Pay as you go","active",25,157.95,0,"non-CHURN"
"1286",6,"No Complains",31,1,1568,45,38,69,"60-75","Pay as you go","active",55,81.195,0,"non-CHURN"
"1287",8,"Complains",12,3,1908,31,39,13,"30-45","Pay as you go","active",30,233.56,1,"CHURN"
"1288",2,"No Complains",36,0,4210,77,0,23,"30-45","Pay as you go","active",30,171.48,0,"non-CHURN"
"1289",9,"No Complains",35,0,2990,41,9,16,"30-45","Pay as you go","non-active",30,157.24,1,"CHURN"
"1290",8,"No Complains",31,1,8855,111,129,37,"30-45","Pay as you go","active",30,874.64,0,"non-CHURN"
"1291",0,"No Complains",24,0,300,19,161,9,"15-30","contractual","active",25,738.855,0,"non-CHURN"
"1292",8,"No Complains",16,3,2852,45,31,19,"30-45","Pay as you go","active",30,239.88,0,"non-CHURN"
"1293",0,"No Complains",36,0,3118,72,0,13,"15-30","Pay as you go","active",25,143.55,0,"non-CHURN"
"1294",10,"No Complains",16,3,1792,31,15,10,"30-45","Pay as you go","active",30,132.92,1,"CHURN"
"1295",3,"No Complains",31,0,3893,54,0,32,"<15","Pay as you go","active",15,217.085,0,"non-CHURN"
"1296",5,"No Complains",34,0,305,6,7,2,"30-45","Pay as you go","non-active",30,40.44,1,"CHURN"
"1297",12,"No Complains",26,2,2260,42,50,22,"30-45","Pay as you go","active",30,292.08,0,"non-CHURN"
"1298",8,"No Complains",38,0,3953,63,0,35,"<15","Pay as you go","active",15,220.88,0,"non-CHURN"
"1299",12,"No Complains",42,1,2453,66,367,25,"30-45","Pay as you go","active",30,1568.76,0,"non-CHURN"
"1300",0,"No Complains",35,0,2070,42,150,23,"15-30","Pay as you go","active",25,770.04,0,"non-CHURN"
"1301",5,"No Complains",35,0,1100,18,7,9,"15-30","Pay as you go","non-active",25,81.81,0,"non-CHURN"
"1302",0,"No Complains",38,0,990,20,32,15,"15-30","Pay as you go","non-active",25,189.45,0,"non-CHURN"
"1303",2,"No Complains",37,0,13583,169,25,46,"30-45","Pay as you go","active",30,650.08,0,"non-CHURN"
"1304",1,"No Complains",38,0,2795,26,8,18,"30-45","Pay as you go","active",30,144.84,0,"non-CHURN"
"1305",5,"No Complains",38,1,1373,21,7,2,"45-60","Pay as you go","active",45,52.35,0,"non-CHURN"
"1306",5,"No Complains",36,1,1913,28,7,6,"45-60","Pay as you go","active",45,66.025,0,"non-CHURN"
"1307",10,"No Complains",29,2,3590,70,20,27,"30-45","Pay as you go","active",30,226.4,0,"non-CHURN"
"1308",18,"No Complains",40,3,12480,171,26,49,"45-60","Pay as you go","active",45,381.275,0,"non-CHURN"
"1309",7,"No Complains",39,0,4073,68,5,38,"<15","Pay as you go","active",15,255.255,0,"non-CHURN"
"1310",11,"No Complains",27,0,700,25,10,7,"15-30","Pay as you go","non-active",25,77.625,0,"non-CHURN"
"1311",3,"No Complains",33,1,643,4,3,3,"60-75","Pay as you go","active",55,14.205,0,"non-CHURN"
"1312",0,"No Complains",30,0,2530,11,461,7,"30-45","Pay as you go","active",30,1945.64,0,"non-CHURN"
"1313",4,"Complains",34,0,1963,38,27,29,"30-45","Pay as you go","non-active",30,188.04,1,"CHURN"
"1314",13,"No Complains",17,0,8638,167,59,27,"60-75","Pay as you go","active",55,220.575,0,"non-CHURN"
"1315",0,"No Complains",6,0,3970,28,176,4,"15-30","Pay as you go","active",25,971.91,0,"non-CHURN"
"1316",0,"No Complains",33,0,4030,69,0,18,"30-45","Pay as you go","active",30,163.96,0,"non-CHURN"
"1317",7,"No Complains",40,0,1015,20,20,10,"30-45","Pay as you go","non-active",30,121.4,0,"non-CHURN"
"1318",0,"No Complains",40,0,570,14,1,10,"15-30","Pay as you go","non-active",25,30.78,0,"non-CHURN"
"1319",11,"No Complains",42,2,3405,38,22,22,"45-60","Pay as you go","active",45,141.075,0,"non-CHURN"
"1320",3,"No Complains",28,0,5253,82,4,16,"15-30","Pay as you go","active",25,258.075,1,"CHURN"
"1321",18,"No Complains",42,2,4563,75,13,39,"<15","Pay as you go","active",15,326.59,0,"non-CHURN"
"1322",10,"No Complains",34,0,3395,46,10,14,"30-45","Pay as you go","non-active",30,177.64,1,"CHURN"
"1323",1,"No Complains",25,0,1200,31,195,12,"15-30","contractual","active",25,932.895,0,"non-CHURN"
"1324",28,"No Complains",33,4,16135,241,5,82,"15-30","Pay as you go","active",25,759.42,0,"non-CHURN"
"1325",3,"No Complains",37,1,6500,86,186,26,"30-45","Pay as you go","active",30,1007.44,0,"non-CHURN"
"1326",12,"No Complains",43,2,11725,164,26,53,"45-60","Pay as you go","active",45,362.225,0,"non-CHURN"
"1327",23,"No Complains",19,2,6887,148,101,47,"15-30","contractual","active",25,771.075,0,"non-CHURN"
"1328",7,"No Complains",23,0,1165,29,14,11,"15-30","Pay as you go","active",25,116.73,0,"non-CHURN"
"1329",16,"No Complains",41,3,4195,94,71,34,"30-45","Pay as you go","active",30,455.56,0,"non-CHURN"
"1330",3,"No Complains",30,0,2148,48,344,21,"15-30","Pay as you go","active",25,1646.82,0,"non-CHURN"
"1331",18,"No Complains",32,0,1185,39,28,14,"30-45","Pay as you go","non-active",30,160.96,0,"non-CHURN"
"1332",5,"No Complains",35,0,6658,72,103,35,"15-30","Pay as you go","active",25,766.35,0,"non-CHURN"
"1333",8,"No Complains",37,1,6718,75,108,37,"15-30","Pay as you go","active",25,791.685,0,"non-CHURN"
"1334",13,"No Complains",43,2,3775,88,40,29,"30-45","Pay as you go","active",30,314.52,0,"non-CHURN"
"1335",29,"No Complains",31,5,16675,248,21,95,"15-30","Pay as you go","active",25,856.035,0,"non-CHURN"
"1336",23,"No Complains",36,8,10680,96,7,42,"60-75","Pay as you go","active",55,172.14,0,"non-CHURN"
"1337",11,"No Complains",40,0,15665,190,161,35,"15-30","Pay as you go","active",25,1437.975,0,"non-CHURN"
"1338",8,"No Complains",26,1,3935,72,16,23,"30-45","Pay as you go","active",30,224.28,0,"non-CHURN"
"1339",6,"No Complains",37,1,2895,59,207,27,"15-30","Pay as you go","active",25,1064.43,0,"non-CHURN"
"1340",16,"No Complains",26,1,1935,43,27,13,"15-30","Pay as you go","active",25,210.51,0,"non-CHURN"
"1341",10,"No Complains",34,1,3005,57,172,21,"15-30","Pay as you go","active",25,911.79,0,"non-CHURN"
"1342",5,"No Complains",14,1,1740,22,20,10,"15-30","Pay as you go","active",25,169.29,0,"non-CHURN"
"1343",6,"Complains",11,2,1548,22,5,9,"30-45","Pay as you go","active",30,82.8,1,"CHURN"
"1344",8,"No Complains",40,2,7928,139,423,49,"30-45","Pay as you go","active",30,2014.68,0,"non-CHURN"
"1345",1,"No Complains",35,1,2955,28,32,18,"30-45","Pay as you go","active",30,247.32,0,"non-CHURN"
"1346",12,"No Complains",37,1,3050,44,14,18,"30-45","Pay as you go","active",30,179.76,1,"CHURN"
"1347",7,"No Complains",35,0,2393,57,354,22,"15-30","Pay as you go","active",25,1703.25,0,"non-CHURN"
